BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
7.16482473450217,1.0,6.824514964408393,-4.605170185988091,6.824514964408393,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.485739636091892,7.090085169074703,6.98777737752023,7.683729486629042,0.0,12,0
6.446996375669355,0.818182,7.308000118500416,7.308000118500416,-4.605170185988091,-4.605170185988091,0.25,0.25,0.0,0.0,-4.605170185988091,1.7934247485471162,7.600907459529583,6.55908907501472,5.047025524440633,0.0,12,4
7.3244495170929,1.0,8.076515327552329,7.824142006248587,6.576149183468407,-4.605170185988091,1.0,0.25,0.916667,0.0,-4.605170185988091,3.25848107946056,8.006370900978025,6.4106249270622575,6.194848176734115,0.25,12,5
6.826223446195281,1.0,7.667598027580349,6.040183280154843,7.4489044610329,-4.605170185988091,0.75,0.166667,0.75,0.0,-4.605170185988091,3.25848107946056,8.922659632856845,7.412100813246288,5.526042351051816,0.083333,12,5
7.927606692023316,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,5.848809921205057,0.0,0.0,0.0,0.083333,0.009950330853168,-4.605170185988091,8.006370900978025,6.69165930256881,6.897677534672219,0.0,12,2
8.837278061467698,1.0,7.3850510061380765,-4.605170185988091,7.3850510061380765,7.741316913767681,0.5,0.0,0.5,0.166667,1.3887912413184778,2.3988039507345884,8.987198070661192,7.597621722304071,7.654403647487823,0.0,12,6
7.636310313940648,0.875,-4.605170185988091,-4.605170185988091,-4.605170185988091,7.931746280234324,0.0,0.0,0.0,0.25,1.1019400787607845,-4.605170185988091,8.006370900978025,5.971222456361884,5.931156082652292,0.0,8,2
3.715995688334873,0.454545,6.251923150803003,-4.605170185988091,6.251923150803003,-4.605170185988091,0.416667,0.0,0.333333,0.0,-4.605170185988091,2.080690761080268,7.824050010848293,5.539696286277035,4.293376019412484,0.25,12,0
7.595428619377017,1.0,6.223290298805026,5.112048027505985,5.824110417435814,-4.605170185988091,0.666667,0.083333,0.583333,0.0,-4.605170185988091,2.1983350716202463,9.472705405674148,7.450572107211965,6.612878580499156,0.0,12,5
8.182553935099742,1.0,5.988083838948504,-4.605170185988091,5.988083838948504,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.485739636091892,8.294052140098902,6.960338681622049,9.430724871003706,0.0,12,0
7.609215156144556,1.0,5.174396784628558,-4.605170185988091,5.174396784628558,-4.605170185988091,0.666667,0.0,0.666667,0.0,-4.605170185988091,2.080690761080268,7.600907459529583,5.407524175726154,9.51468096212882,0.0,12,0
8.759282739380204,1.0,8.757777367006215,8.684409570601243,6.109069789182246,5.433888998343458,1.0,0.916667,1.0,0.333333,1.7934247485471162,4.52189726679427,9.32812429652106,7.639146277900523,7.414443400076684,0.0,12,7
4.885466853350438,0.636364,6.704304054763616,-4.605170185988091,6.704304054763616,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.8338014064077703,7.495547499424379,7.766264326211678,4.458287824489713,0.0,12,0
8.242798812444331,0.818182,8.354288305093768,8.147453271148068,6.676831540348965,8.983994903241168,1.0,0.083333,0.916667,0.333333,2.565718292524414,2.565718292524414,9.104980967428853,9.156839784571943,7.262233379125608,0.0,12,7
8.58831894756668,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,6.683310710461949,0.0,0.0,0.0,0.363636,1.3887912413184778,-4.605170185988091,8.69951641487547,7.260337554266154,7.412771788669752,0.0,11,2
5.134572267965051,1.0,5.990489071486302,-4.605170185988091,5.990489071486302,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.485739636091892,8.006370900978025,5.372107376014124,5.093845509148213,0.0,12,0
7.387695154823442,1.0,4.625070847694428,4.625070847694428,-4.605170185988091,5.500647758950938,0.166667,0.166667,0.0,0.25,1.6114359150967734,0.6981347220709843,7.438389412379948,6.791433625611307,6.878525427900227,0.0,12,3
4.833936436262115,1.0,5.452282314842547,-4.605170185988091,5.452282314842547,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.485739636091892,6.907765278932137,5.336497706970469,5.104482701540247,0.0,12,0
8.875269564973586,1.0,5.958579719772206,5.320861330982932,5.206804966041929,7.712513267910931,0.666667,0.166667,0.416667,0.833333,2.773213527008624,2.080690761080268,9.259131488526114,7.378669959969175,7.407840234730806,0.0,12,7
3.0943773409794124,1.0,4.605270180988425,-4.605170185988091,4.605270180988425,-4.605170185988091,0.416667,0.0,0.416667,0.0,-4.605170185988091,1.6114359150967734,8.839278139859664,5.080023119578609,5.073262251860171,0.0,12,0
9.403950469431576,1.0,8.018961266412521,6.9208787877985145,7.6132360867008995,8.065765806707844,1.0,0.166667,1.0,0.5,2.303584593327129,4.159039321153912,9.472705405674148,8.35003610841256,8.099258165048736,0.0,12,7
7.058141732132128,1.0,7.206169554762945,5.991489546795487,6.854059099978276,5.169493476227234,1.0,0.083333,1.0,0.166667,0.6981347220709843,3.806884687304841,8.69951641487547,6.470812350449309,5.5485272611672745,0.0,12,7
8.814751294535254,1.0,5.783702097832075,5.783702097832075,-4.605170185988091,7.081325111748345,0.083333,0.083333,0.0,0.166667,1.1019400787607845,1.1019400787607845,9.259131488526114,7.45015449490752,7.826744513022069,0.0,12,3
4.833663028299477,1.0,6.456455634530173,6.456455634530173,-4.605170185988091,-4.605170185988091,0.916667,0.916667,0.0,0.0,-4.605170185988091,2.3988039507345884,7.090085169074703,6.0484583407321,5.279704644533691,0.3,12,4
8.165395368109156,0.727273,6.304978826468238,-4.605170185988091,6.304978826468238,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.639771360348916,9.305651460871005,9.075163951034211,9.790462646443547,0.0,12,0
7.4123781741392305,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,4.597887400769337,0.0,0.0,0.0,0.083333,0.009950330853168,-4.605170185988091,7.495547499424379,5.862238726477,6.452962276978822,0.0,12,2
8.912888993673219,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,9.09081163113779,0.0,0.0,0.0,0.727273,2.3988039507345884,-4.605170185988091,9.104980967428853,7.400236631345864,7.594307564950925,0.0,11,2
8.305852419459043,1.0,7.775091033105848,7.403779906415969,6.604472140301705,7.437012532421121,0.75,0.5,0.75,0.333333,1.9473377010464987,3.713815939403968,8.517195191414238,7.388887020471686,7.340285211402509,0.0,12,7
8.74344042436386,1.0,5.318169012250638,5.318169012250638,-4.605170185988091,7.981292418085269,0.083333,0.083333,0.0,0.333333,2.485739636091892,0.6981347220709843,9.104980967428853,7.120542719213516,7.625311538769937,0.0,12,3
7.252487755691042,0.454545,6.870312983506267,6.870312983506267,-4.605170185988091,8.728052459250783,0.083333,0.083333,0.0,0.333333,1.7934247485471162,1.7934247485471162,8.922659632856845,9.90703552303848,6.57919424510974,0.333333,12,3
6.497465264712088,0.727273,-4.605170185988091,-4.605170185988091,-4.605170185988091,8.049769889141674,0.0,0.0,0.0,0.25,1.1019400787607845,-4.605170185988091,7.495547499424379,8.028477279944035,5.646659748414737,0.166667,12,2
6.665556017909381,0.909091,7.33079831936437,6.667351116708791,6.607055509449053,7.690939491160482,0.583333,0.416667,0.333333,0.25,2.3988039507345884,3.2962071678045244,8.006370900978025,7.140706312135199,5.894823506100624,0.111111,12,7
8.319893004469865,1.0,5.317286313095639,5.317286313095639,-4.605170185988091,-4.605170185988091,0.083333,0.083333,0.0,0.0,-4.605170185988091,0.009950330853168,8.411834897978164,6.766520318498296,7.496249938197124,0.0,12,4
7.215793044143576,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,7.300875901821955,0.0,0.0,0.0,0.083333,0.009950330853168,-4.605170185988091,7.313227053734746,5.935698705248248,5.77257486338116,0.0,12,2
8.57846806652511,1.0,7.330044727480604,6.152328357651745,6.961911969934092,-4.605170185988091,1.0,0.333333,1.0,0.0,-4.605170185988091,2.996232148595642,9.047822618948304,7.265675497943985,7.184420579034053,0.0,12,5
7.7152670750523455,1.0,6.079956078128966,4.574814065973192,5.828975028942396,5.21850921303119,0.333333,0.083333,0.333333,0.166667,0.6981347220709843,1.6114359150967734,7.783228182994023,-4.605170185988091,-4.605170185988091,0.0,12,-1
6.1621713062796895,0.5,4.698205051955281,-4.605170185988091,4.698205051955281,6.9213322454372985,0.375,0.0,0.25,0.125,0.009950330853168,1.1019400787607845,7.438389412379948,5.170614696723587,4.991858725821434,0.0,8,6
8.271323659404079,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,7.591298085344009,0.0,0.0,0.0,0.5,1.9473377010464987,-4.605170185988091,8.342842185221006,-4.605170185988091,-4.605170185988091,0.0,12,-1
5.437545161944268,1.0,7.779303842485412,7.246325313685496,6.895358758645585,-4.605170185988091,1.0,0.666667,1.0,0.0,-4.605170185988091,4.466023054577933,8.10168077775301,7.841478600064966,5.168594853779407,0.916667,12,5
6.7613642204389865,1.0,6.22951641515531,6.22951641515531,-4.605170185988091,6.544066019290924,0.166667,0.166667,0.0,0.083333,0.6981347220709843,1.1019400787607845,8.294052140098902,6.376516808473946,5.657594438513192,0.083333,12,3
8.50336641194921,1.0,6.803982391264744,6.470923335124473,5.542674314261444,9.051421848993934,0.625,0.375,0.25,0.875,3.6111881463980646,2.1983350716202463,9.392662762103123,9.001260874828017,6.920104671368664,0.0,8,7
6.983695952498017,1.0,8.041689665427935,7.706050452618585,6.786852381614475,-4.605170185988091,0.666667,0.583333,0.5,0.0,-4.605170185988091,2.8909271591878647,7.824050010848293,7.24411203750744,7.187246347314985,0.0,12,5
7.356082602304191,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,5.772590415711241,0.0,0.0,0.0,0.25,1.1019400787607845,-4.605170185988091,8.160521104616281,6.539347891155407,6.365597071604156,0.0,12,2
6.141357940394553,0.888889,7.590463159162798,7.590463159162798,-4.605170185988091,7.591496109719401,0.666667,0.666667,0.0,0.111111,0.009950330853168,2.3988039507345884,8.006370900978025,8.042398179246309,4.88625120182567,0.2,9,3
1.8976973681680689,0.636364,5.736604555023428,-4.605170185988091,5.736604555023428,-4.605170185988091,0.666667,0.0,0.666667,0.0,-4.605170185988091,2.080690761080268,6.907765278932137,6.033150399595478,6.033150399595478,0.0,12,0
7.179312530469243,1.0,7.157665388335301,7.157665388335301,-4.605170185988091,-4.605170185988091,0.25,0.25,0.0,0.0,-4.605170185988091,1.7934247485471162,8.69951641487547,-4.605170185988091,-4.605170185988091,0.0,12,-1
8.195672502135922,1.0,5.7470973593421455,5.7470973593421455,-4.605170185988091,6.505004597981081,0.25,0.25,0.0,0.416667,1.6114359150967734,1.3887912413184778,8.294052140098902,-4.605170185988091,-4.605170185988091,0.0,12,-1
7.77751635399397,1.0,8.559798554788534,8.474097781310652,6.06038408257258,-4.605170185988091,0.916667,0.916667,0.5,0.0,-4.605170185988091,3.7379076851812902,8.922659632856845,8.644484587972226,7.178945768246346,0.083333,12,5
8.28681069328524,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,5.414256556698922,0.0,0.0,0.0,0.181818,1.1019400787607845,-4.605170185988091,8.294052140098902,6.639808809358224,7.377897800456901,0.0,11,2
8.611396224013761,1.0,5.433765670723085,-4.605170185988091,5.433765670723085,6.877915809317176,0.416667,0.0,0.333333,0.333333,1.3887912413184778,1.7934247485471162,8.69951641487547,7.654711921647951,7.546993204405611,0.0,12,6
7.538561007346655,0.727273,4.72747631037206,4.72747631037206,-4.605170185988091,-4.605170185988091,0.166667,0.166667,0.0,0.0,-4.605170185988091,0.6981347220709843,8.779558994344084,8.163284862865357,6.306486644172548,0.0,12,4
7.349747540610312,1.0,4.192831508936755,4.192831508936755,-4.605170185988091,-4.605170185988091,0.083333,0.083333,0.0,0.0,-4.605170185988091,0.009950330853168,7.377765158208342,5.823322960647217,6.730093656609043,0.0,12,4
6.696531625076615,0.909091,-4.605170185988091,-4.605170185988091,-4.605170185988091,8.247922574061853,0.0,0.0,0.0,0.545455,1.9473377010464987,-4.605170185988091,8.330866022860395,8.38301213592077,5.487512690614519,0.090909,11,2
1.9688389771267136,0.090909,6.733413796528403,6.733413796528403,-4.605170185988091,-4.605170185988091,0.083333,0.083333,0.0,0.0,-4.605170185988091,0.009950330853168,7.377765158208342,-4.605170185988091,-4.605170185988091,0.0,12,-1
7.562107994132323,1.0,7.543087948164266,-4.605170185988091,7.543087948164266,7.381476595930162,1.0,0.0,1.0,0.083333,1.3887912413184778,4.111037785163761,7.522946323463167,8.21285476840069,8.091629485979084,0.083333,12,6
7.471971888032907,1.0,6.021848251742422,5.784501876397576,4.467401256243195,-4.605170185988091,0.583333,0.333333,0.166667,0.0,-4.605170185988091,2.3988039507345884,7.495547499424379,6.656034315505567,6.800075903512488,0.0,12,5
6.696858250698445,0.875,-4.605170185988091,-4.605170185988091,-4.605170185988091,6.811721806464692,0.0,0.0,0.0,0.125,0.009950330853168,-4.605170185988091,7.313227053734746,4.984187062808844,5.18974332080665,0.0,8,2
7.362845141939643,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,5.947822295544682,0.0,0.0,0.0,0.416667,1.7934247485471162,-4.605170185988091,7.824050010848293,6.291628813703709,5.8661671731453975,0.0,12,2
8.291680230015656,1.0,5.574091317925445,5.250229455740982,4.289225803818339,-4.605170185988091,0.666667,0.083333,0.583333,0.0,-4.605170185988091,2.080690761080268,8.69951641487547,8.835915425393743,6.9093713384543145,0.083333,12,5
7.438057292128623,1.0,7.217956872863788,7.217956872863788,-4.605170185988091,-4.605170185988091,0.333333,0.333333,0.0,0.0,-4.605170185988091,1.3887912413184778,7.438389412379948,7.392540586432927,6.828187981949718,0.0,12,4
8.610263359539342,1.0,6.0381334153001465,-4.605170185988091,6.0381334153001465,6.438406452906006,0.916667,0.0,0.833333,0.333333,1.3887912413184778,2.3988039507345884,8.740338342729167,7.161020510209033,7.687489185880386,0.0,12,6
8.003173199751991,0.909091,8.416992673376482,7.417039715729299,7.958293646917235,10.214513612494583,0.666667,0.5,0.583333,0.833333,3.2962071678045244,3.496810545865101,8.853666856607859,10.248236317579924,7.009445791107948,0.454545,12,-1
6.486195864548445,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,7.295979209159945,0.0,0.0,0.0,0.125,1.1019400787607845,-4.605170185988091,8.853666856607859,6.813958736550563,4.948711612617071,0.25,8,2
7.500519766718992,1.0,6.570756903974394,6.220769080535664,5.351052121531902,-4.605170185988091,0.5,0.1,0.4,0.0,-4.605170185988091,2.080690761080268,7.718689939633034,6.790128076433144,6.434173569635796,0.0,10,5
6.277290868092659,0.909091,6.67449825850843,6.247365662660364,5.617897735499032,-4.605170185988091,0.272727,0.090909,0.181818,0.0,-4.605170185988091,1.9473377010464987,8.69951641487547,7.174101837426989,5.16775495641561,0.0,11,5
8.67598058345994,1.0,6.331288303962709,5.519498994548706,5.7442203954295765,-4.605170185988091,0.833333,0.166667,0.75,0.0,-4.605170185988091,2.639771360348916,8.69951641487547,7.595917554522567,7.678529146679339,0.0,12,5
7.45451648480075,1.0,6.407077986267962,6.407077986267962,-4.605170185988091,-4.605170185988091,1.0,1.0,0.0,0.0,-4.605170185988091,2.8338014064077703,9.305651460871005,7.992921082177937,6.4356165608554425,0.0,12,4
6.360990993833811,1.0,5.768352245305501,-4.605170185988091,5.768352245305501,-4.605170185988091,0.75,0.0,0.666667,0.0,-4.605170185988091,2.080690761080268,7.313227053734746,7.27164850661473,5.248057969083765,0.0,12,0
7.094837716443957,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,3.646384211536272,0.0,0.0,0.0,0.083333,0.009950330853168,-4.605170185988091,7.090085169074703,3.377200785962488,9.01708295743052,0.0,12,2
8.793889739953356,1.0,5.962730654534883,5.962730654534883,-4.605170185988091,8.438570800282129,0.583333,0.583333,0.0,0.416667,1.9473377010464987,1.9473377010464987,8.853666856607859,7.393012672026066,7.825410016177932,0.0,12,3
2.8546042710434127,0.909091,5.500686618645769,3.6943643843445058,5.321301202938412,-4.605170185988091,0.666667,0.166667,0.583333,0.0,-4.605170185988091,2.565718292524414,8.517195191414238,5.88000793797237,4.8001892537736985,0.181818,12,5
4.401764443692931,0.272727,-4.605170185988091,-4.605170185988091,-4.605170185988091,8.001458875040552,0.0,0.0,0.0,0.166667,1.6114359150967734,-4.605170185988091,9.159048130219658,4.758569437849772,5.104138606134105,0.0,12,2
1.334029542323716,0.636364,4.890800154313742,3.339676525013905,4.652626127144386,-4.605170185988091,0.416667,0.166667,0.25,0.0,-4.605170185988091,1.6114359150967734,9.392662762103123,5.347409542250252,4.600597095330431,0.444444,12,5
3.748902247809328,0.545455,5.981439463460894,-4.605170185988091,5.981439463460894,-4.605170185988091,0.5,0.0,0.416667,0.0,-4.605170185988091,2.485739636091892,7.090085169074703,6.587021216633469,4.947478601793312,1.0,12,0
7.56805508616309,1.0,8.500171134748026,8.41523798222646,5.992139319397945,5.683085740565644,1.0,1.0,0.333333,0.083333,0.009950330853168,3.912222985430813,9.104980967428853,8.501282667039357,6.388169204275017,0.0,12,7
4.90473538854941,1.0,7.1291452937493975,7.1291452937493975,-4.605170185988091,-4.605170185988091,1.0,1.0,0.0,0.0,-4.605170185988091,3.0914968955383704,9.711116265949094,7.150889232902816,5.143808558433832,1.0,12,4
8.863610155763181,1.0,7.380124857162069,7.275968401387413,5.066700518029204,8.635156485669508,1.0,0.833333,1.0,0.75,3.135928904047274,3.135928904047274,9.305651460871005,8.431610007963432,7.537042634971216,0.0,12,7
9.009601590207325,1.0,7.722243602066307,7.184469928517933,6.845071037604747,8.566219315173587,1.0,0.75,1.0,0.75,3.044998514856909,4.094511215001422,9.510445705166989,8.013537087114043,7.637519565576902,0.0,12,7
8.303335309027279,1.0,3.806884687304841,3.806884687304841,-4.605170185988091,4.646773289763067,0.083333,0.083333,0.0,0.083333,0.009950330853168,0.009950330853168,8.411834897978164,6.979010149552432,6.876214316508328,0.0,12,3
8.71772710254202,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,7.90738074015251,0.0,0.0,0.0,0.416667,2.639771360348916,-4.605170185988091,8.779558994344084,7.314696384603181,7.960110806154593,0.0,12,2
9.14646990433451,1.0,8.537011504863898,7.045637194343918,8.282040315976298,5.915520420638821,1.0,0.25,0.916667,0.083333,0.009950330853168,3.828858764167377,9.104980967428853,8.765537533688512,9.192894608040282,0.0,12,7
7.589344467543977,1.0,6.939302394480267,5.424553463093178,6.691028595464005,8.374691220799926,0.909091,0.090909,0.818182,0.545455,3.044998514856909,2.8338014064077703,8.294052140098902,8.025004474581912,6.814232777827733,0.090909,11,7
7.18651220050419,1.0,3.821222641101649,3.821222641101649,-4.605170185988091,6.2059062146146005,0.083333,0.083333,0.0,0.083333,0.009950330853168,0.009950330853168,7.495547499424379,6.088705677336102,5.744830478834349,0.0,12,3
7.176046437737061,1.0,6.005392106805395,6.005392106805395,-4.605170185988091,-4.605170185988091,0.166667,0.166667,0.0,0.0,-4.605170185988091,0.6981347220709843,7.783228182994023,-4.605170185988091,-4.605170185988091,0.0,12,-1
7.753407114556339,1.0,5.362934009634009,5.362934009634009,-4.605170185988091,-4.605170185988091,0.25,0.25,0.0,0.0,-4.605170185988091,1.1019400787607845,7.783228182994023,-4.605170185988091,-4.605170185988091,0.0,12,-1
7.038601842426144,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,4.792669249664773,0.0,0.0,0.0,0.083333,0.009950330853168,-4.605170185988091,7.090085169074703,5.022785520236082,7.974574400389948,0.0,12,2
7.390160260101152,1.0,6.605906666612778,6.605906666612778,-4.605170185988091,-4.605170185988091,0.666667,0.666667,0.0,0.0,-4.605170185988091,2.3988039507345884,8.69951641487547,6.033418377660111,5.963961062528291,0.0,12,4
8.162140163175133,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,7.446581776515099,0.0,0.0,0.0,0.5,1.7934247485471162,-4.605170185988091,8.294052140098902,-4.605170185988091,-4.605170185988091,0.0,12,-1
1.5513936710706575,0.363636,4.369574426734642,-4.605170185988091,4.369574426734642,-4.605170185988091,0.25,0.0,0.166667,0.0,-4.605170185988091,1.1019400787607845,8.853666856607859,5.383715851025559,4.802308144130047,1.0,12,0
-4.605170185988091,0.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,4.498241819672285,0.0,0.0,0.0,0.142857,0.009950330853168,-4.605170185988091,8.006370900978025,4.92748139835902,4.92748139835902,0.0,7,-1
1.5863504359232734,0.666667,2.996232148595642,2.996232148595642,-4.605170185988091,-4.605170185988091,0.111111,0.111111,0.0,0.0,-4.605170185988091,0.009950330853168,7.313227053734746,3.277066201606781,4.109620242652534,0.0,9,4
3.152924508872462,0.272727,7.205107940192618,-4.605170185988091,7.205107940192618,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.485739636091892,7.600907459529583,6.568301415927363,4.003720485465981,0.0,12,0
8.171828872512865,1.0,7.945842315896444,7.339810385497079,7.157268085316416,-4.605170185988091,0.916667,0.916667,0.833333,0.0,-4.605170185988091,4.317621437981545,8.648223208207067,9.123997684018748,7.651503434631924,0.083333,12,5
-0.4553278472805685,0.090909,5.966069813088037,-4.605170185988091,5.966069813088037,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,3.4343097331123578,8.411834897978164,-4.605170185988091,-4.605170185988091,0.0,12,-1
6.759350834542795,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,6.824721223769727,0.0,0.0,0.0,0.083333,0.009950330853168,-4.605170185988091,8.294052140098902,7.71284637176111,5.369884991178124,0.083333,12,2
7.800389587546336,1.0,6.694574434682134,6.694574434682134,-4.605170185988091,6.866795007193688,0.25,0.25,0.0,0.333333,1.7934247485471162,1.3887912413184778,8.294052140098902,6.278055460086734,6.93438357789796,0.0,12,3
6.012899089654854,1.0,6.847633655640756,-4.605170185988091,6.847633655640756,-4.605170185988091,1.0,0.0,1.0,0.0,-4.605170185988091,2.485739636091892,7.824050010848293,7.001062927786263,5.174003957467923,0.083333,12,0
8.5144716521857,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,8.60143829902498,0.0,0.0,0.0,0.583333,3.689129422869144,-4.605170185988091,8.987198070661192,7.124114286439309,7.271871100103582,0.0,12,2
7.128202845793813,1.0,6.0490492589589095,5.179815322467036,5.505616048300409,6.022015716014109,0.666667,0.166667,0.5,0.083333,0.6981347220709843,2.303584593327129,7.600907459529583,6.357946893616815,6.211353646433546,0.0,12,7
8.80150132618606,1.0,8.40710150138251,7.908975221641597,7.471459839340361,8.882604177475717,1.0,0.916667,1.0,0.583333,3.044998514856909,4.159039321153912,9.104980967428853,9.292653105191054,7.811803911610932,0.083333,12,7
5.051308496747549,0.818182,7.211460787751763,6.372705266325282,6.645403014442647,-4.605170185988091,0.916667,0.333333,0.833333,0.0,-4.605170185988091,3.526654599019104,8.612505189400727,6.755753417789561,4.685181450090361,0.0,12,5
8.12957622419238,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,6.916079210737296,0.0,0.0,0.0,0.083333,0.6981347220709843,-4.605170185988091,8.342842185221006,-4.605170185988091,-4.605170185988091,0.0,12,-1
8.579793102287622,1.0,7.941725930085249,6.753589599042377,7.578191507165478,7.828182623664001,1.0,0.25,1.0,0.333333,2.080690761080268,4.3945726038424,9.047822618948304,7.3194895196162815,7.514277318317452,0.0,12,7
8.773163533644304,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,8.11976732007478,0.0,0.0,0.0,0.25,2.3988039507345884,-4.605170185988091,8.853666856607859,7.152877738754253,7.923031513470663,0.0,12,2
5.166793391996666,0.818182,7.319142814842068,7.132793035157045,5.547323577387973,-4.605170185988091,0.666667,0.416667,0.333333,0.0,-4.605170185988091,2.639771360348916,8.517195191414238,7.541278656302118,4.917421624411301,1.0,12,5
6.522394454138004,1.0,6.952327034353547,6.504228291504232,5.933914880267971,-4.605170185988091,1.0,0.583333,1.0,0.0,-4.605170185988091,3.219275744889528,8.006370900978025,6.314349002599836,5.336241282492398,0.0,12,5
5.410634897954054,0.636364,7.744911890292449,-4.605170185988091,7.744911890292449,-4.605170185988091,0.583333,0.0,0.5,0.0,-4.605170185988091,2.485739636091892,8.779558994344084,7.095745637713853,4.5989795434411525,0.333333,12,0
7.487530461377091,1.0,-4.605170185988091,-4.605170185988091,-4.605170185988091,6.3564832533465845,0.0,0.0,0.0,0.25,2.303584593327129,-4.605170185988091,7.495547499424379,6.533355219225037,7.799403303350641,0.0,12,2
4.006300488548394,0.272727,6.204577964384835,-4.605170185988091,6.204577964384835,-4.605170185988091,0.166667,0.0,0.166667,0.0,-4.605170185988091,0.6981347220709843,8.853666856607859,7.58571550229296,4.990840340370634,1.0,12,0
